service_at_location_id,organization_id,service_id,location_id,organization_name,service_name,location_name,organization_description,service_description,address_street,city,county,state,postal_code,latitude,longitude,taxonomy_codes,taxonomy_terms,data_owner,status,application_process
211orangec-47982604,211orangec-8630546,211orangec-8637781,211orangec-8633047,United States Armed Forces Recruitment - Orange County,Coast Guard - Orange County Recruitment ,Coast Guard - San Diego Office,Federal government website that offers information on specific branches of the United States Armed Forces.,Provides information and recruitment services to those interested in The United States Coast Guard.,"3663 East Midway Drive, Point Loma Plaza, Suite E",San Diego,San Diego,CA,92110,32.75158,-117.218,"TM-5150, TM-5175.1500","Military Recruitment Programs, Coast Guard",211orangecounty,,"Call the nearest recruiting office, Email the nearest recruiting office, or Chat with a Coast Guard chat recruiter on the website to begin the screening and application process; After submitting the application, the applicant will receive an email with the recruiter's contact information or be notified of their screening status; If the applicant does not receive an email or phone call within three days, the applicant can contact their nearest recruiter"
211modesto-38012719,211modesto-4604113,211modesto-4605825,211modesto-38012718,California Smokers Helpline,Tobacco Chewers Helpline,California Smokers Helpline,Offers free telephone counseling and materials to quit smoking and / or chewing tobacco.,Provides a number of services to help tobacco chewers quit.<br />,"9500 Gilman Drive, #0905",La Jolla,San Diego,CA,92093,32.884566,-117.239606,"RX-8450.7900, RX-8250.8000","Smoking/Vaping Cessation, Tobacco Use Education/Prevention",211modesto,,Call.
211grassva-50058908,211grassva-50058903,211grassva-50058908,211grassva-50058908,Kick It California,Free Quit Smoking/Quit Vaping Services - Kic,Free Quit Smoking/Quit Vaping Services - Kic,"Kick It California (formerly the California Smokers' Helpline) is a free telephone-based, stop smoking/stop tobacco use program that doubles your chance of quitting for good. Organization name change effective 9/1/21. Website is https://kickitca.org/.","As of 9/1/21, Kick It California is the new name for the California Smokers' Helpline. Kick It California is a free telephone-based, stop smoking/stop vaping program that doubles your chance of quitting for good. New website is https://kickitca.org/. For ENGLISH call 1-800-300-8086For SPANISH call 1-800-600-8191Partner program: Asian Smokers' Quitline (Mandarin, Cantonese, Korean, and Vietnamese) - https://www.asiansmokersquitline.org/Major funding provided by the California Department of Public Health and First 5 California. --------------------------------------------------------------------The Helpline offers telephone counseling to develop an individualized quitting plan for cessation of tobacco use. Services are available in multiple languages and special services are available for tobacco chewers, pregnant smokers, teens and e-cigarette users. Counselors are available Monday to Friday from 7am to 9pm and Saturday from 9am to 5pm.Offers text message support each day during the first important weeks of quitting. Sign up at https://kickitca.org/quit-smoking-text","9500 Gilman Dr, Mc 0905",La Jolla,San Diego,CA,92093,32.884566,-117.239606,"RX-8450.7900, RX-8250, RX-8470.8100","Smoking/Vaping Cessation, Substance Use Disorder Education/Prevention, Smoking/Vaping Cessation Support",211grassvalley,,None.
211onedegr-1104_211onedegr-14066,211onedegr-370,211onedegr-1104,211onedegr-14066,Money Management International,Enroll In A Debt Management Plan To Resolve Your Credit Problems,San Diego Branch,"Money Management International provides financial counseling and advice including how to save money, creating a budget, repaying loans, and avoiding foreclosures.","A Debt Management Plan is one option offered by Money Management International to resolve credit problems and repay debt. Under these plans, one payment is made to MMI which then disburses funds to creditors.","3111 Camino Del Rio North, #400",San Diego,,CA,92108,32.77472,-117.1273,DM-6500,Personal Financial Counseling,211onedegree,,"Visit the link for more information, and online counseling."
211onedegr-1105_211onedegr-14066,211onedegr-370,211onedegr-1105,211onedegr-14066,Money Management International,Get A Free One-On-One Credit Report Review,San Diego Branch,"Money Management International provides financial counseling and advice including how to save money, creating a budget, repaying loans, and avoiding foreclosures.","Money Management International offers consumers a Credit Report Review (CRR). In this free, one-on-one session, MMI reviews credit reports with clients and explains how past actions impact scores, and creates a plan to rebuild credit. A CRR will also reveal any errors on reports that may be affecting scores.","3111 Camino Del Rio North, #400",San Diego,,CA,92108,32.77472,-117.1273,DM-6500,Personal Financial Counseling,211onedegree,,"Visit the link for more information, and for online counseling."
211utah-a008Z00001SynKzQAJ-0018Z00002q9ZPIQA2,211utah-0018Z00002q9V7tQAE,211utah-a008Z00001SynKzQAJ,211utah-0018Z00002q9ZPIQA2,Debt Management Credit Counseling,Debt Consolidation Services,American Credit Foundation,A nonprofit organization that provides debt consolidation services and credit counseling to consumers in debt.,The organization helps consumers eliminate debt and improve their credit score by combining all monthly payments into one lump sum payment and reducing interest rates.  The program helps consumers cut their monthly payments up to 50% and get out of debt in 1/3 of the time.,500 La Terraza Blvd Ste 150,Escondido,,CA,92025,33.112628,-117.095851,DM-1800.1700,Debt Consolidation Services,211utah,,Complete the consultation on the website or call for more information.
211mountai-31305560,211mountai-31304738,211mountai-31305552,211mountai-31305556,2-1-1 California County Transfer Directory,211 San Diego County,211 San Diego County,See attached programs for detailed listings of 2-1-1 locations in California.<br />2-1-1 is a health and human service directory information and referral line that connects callers to resources.,Provides free and confidential information and referral on health and human services.,3860 Calle Fortunada,San Diego,San Diego,CA,92142,32.81195,-117.1228,TJ-3000.8500,211 Systems,211mountainvalley,,Call for assistance.
inlandempi-7428917,inlandempi-7422090,inlandempi-7425730,inlandempi-7423315,211 San Diego,Information And Referral,211 San Diego County,Information and referral agency,Provides comprehensive information and referrals to San Diego and Imperial County.,,San Diego,San Diego,CA,92123,32.80977,-117.1364,TJ-3000.1500,Comprehensive Information and Referral,inlandempireunitedway,,No application required
211albuque-73779278,211albuque-73774779,211albuque-73777565,211albuque-73776234,San Diego 2-1-1,211 Systems,San Diego 2-1-1,"Information and referral for San Diego, CA","Information and referral for San Diego, CA",,San Diego,San Diego,CA,92142,33.016928,-116.846046,"TJ-3000.8500, TJ-3000, TJ-3000.8500-850","211 Systems, Information and Referral, 211 Lead Agencies",211albuquerque,,
211northca-73790759,211northca-73789995,211northca-73790013,211northca-73789996,Identity Theft Resource Center,Identity Theft Resource Center,Identity Theft Resource Center,Identity Theft Resource Center,"Offers support for victims of identity theft.<br /><br />Also offers information on identity theft and whether an email, text, call, etc. is a scam or fraud.",,El Cajon,San Diego,CA,92019,32.77855,-116.9062,"FN-1500.2570, FN-1700.3200","Identity Theft Prevention, Identity Theft Reporting/Recovery Programs",211northcarolina,,Call or visit website. Live chat and virtual assistance are available on the website.
211tempe-79020-38611,211tempe-38611,211tempe-79020,211tempe-38611,Identity Theft Resource Center,Identity Theft Resource Center (IDENTITY THEFT PREVENTION),Identity Theft Resource Center,"Provides free assistance to people impacted by identity theft. Website provides information about identity theft prevention, data breaches, privacy, cyber security, and other identity compromise and misuse issues.","Provides free assistance to people impacted by identity theft. Website provides information about identity theft prevention, data breaches, privacy, cyber security, and other identity compromise and misuse issues.","2514 Jamacha Rd, Ste 502-525",El Cajon,San Diego,CA,92019-4492,32.7459,-116.9303,FN-1500.2570,Identity Theft Prevention,211tempe,,"Call, email, online chat, or visit website"
211tempe-79018-38611,211tempe-38611,211tempe-79018,211tempe-38611,Identity Theft Resource Center,Identity Theft Resource Center (NONGOVERNMENTAL AGENCY DEPARTMENTS),Identity Theft Resource Center,"Provides free assistance to people impacted by identity theft. Website provides information about identity theft prevention, data breaches, privacy, cyber security, and other identity compromise and misuse issues.","Provides free assistance to people impacted by identity theft. Website provides information about identity theft prevention, data breaches, privacy, cyber security, and other identity compromise and misuse issues.","2514 Jamacha Rd, Ste 502-525",El Cajon,San Diego,CA,92019-4492,32.7459,-116.9303,TD-0300.6000,Nongovernmental Agency Departments,211tempe,,"Call, email, online chat, or visit website"
